File Prefix,Item,Data Item,Begin,End,Type,Length,Remarks,Record Type,Version,First Month,Last Month
nissues,42,75th Percentile WAOLT (Q3),258,260,Numeric,3,9(3),D,2.2b,201806,202010
nissues,43,Median WAOLT (Q2),261,263,Numeric,3,9(3),D,2.2b,201806,202010
nissues,44,25th Percentile WAOLT (Q1),264,266,Numeric,3,9(3),D,2.2b,201806,202010
nissues,45,Minimum WAOLT (Q0),267,269,Numeric,3,9(3),D,2.2b,201806,202010
nissues,46,WAGM (ARM pools only),270,274,Numeric,5,9(2)v9(3),D,2.2b,201806,202010
nissues,47,Maximum WAGM (Q4),275,279,Numeric,5,9(2)v9(3),D,2.2b,201806,202010
nissues,48,75th Percentile WAGM (Q3),280,284,Numeric,5,9(2)v9(3),D,2.2b,201806,202010
nissues,49,Median WAGM (Q2),285,289,Numeric,5,9(2)v9(3),D,2.2b,201806,202010
nissues,50,25th Percentile WAGM (Q1),290,294,Numeric,5,9(2)v9(3),D,2.2b,201806,202010
nissues,51,Minimum WAGM (Q0),295,299,Numeric,5,9(2)v9(3),D,2.2b,201806,202010
nissues,52,Weighted Average Original LTV,300,302,Numeric,3,9(3),D,2.2b,201806,202010
nissues,53,Maximum LTV (Q4),303,305,Numeric,3,9(3),D,2.2b,201806,202010
nissues,54,75th Percentile LTV (Q3),306,308,Numeric,3,9(3),D,2.2b,201806,202010
nissues,55,Median LTV (Q2),309,311,Numeric,3,9(3),D,2.2b,201806,202010
nissues,56,25th Percentile LTV (Q1),312,314,Numeric,3,9(3),D,2.2b,201806,202010
nissues,57,Minimum LTV (Q0),315,317,Numeric,3,9(3),D,2.2b,201806,202010
nissues,58,LTV Not Available – Number of Loans,318,323,Numeric,6,9(6),D,2.2b,201806,202010
nissues,59,LTV Not Available – UPB,324,336,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,60,LTV Not Available – % of UPB,337,341,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,61,Purchase Number Of Loans,342,347,Numeric,6,9(6),D,2.2b,201806,202010
nissues,62,Purchase UPB,348,360,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,63,Purchase % of UPB,361,365,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,64,Refinance Number of Loans,366,371,Numeric,6,9(6),D,2.2b,201806,202010
nissues,65,Refinance UPB,372,384,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,66,Refinance % of UPB,385,389,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,67,HAMP Modified Number of Loans,390,395,Numeric,6,9(6),D,2.2b,201806,202010
nissues,68,HAMP Modified UPB,396,408,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,69,HAMP Modified % of Total UPB,409,413,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,70,Non-HAMP Modified Number of Loans,414,419,Numeric,6,9(6),D,2.2b,201806,202010
nissues,71,Non-HAMP Modified UPB,420,432,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,72,Non-HAMP Modified % of Total UPB,433,437,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,73,Loan Purpose Not Available Number of Loans,438,443,Numeric,6,9(6),D,2.2b,201806,202010
nissues,74,Loan Purpose Not Available UPB,444,456,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,75,Loan Purpose Not Available % of UPB,457,461,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,76,Weighted Average Original CLTV,462,464,Numeric,3,9(3),D,2.2b,201806,202010
nissues,77,Maximum CLTV (Q4),465,467,Numeric,3,9(3),D,2.2b,201806,202010
nissues,78,75th Percentile CLTV (Q3),468,470,Numeric,3,9(3),D,2.2b,201806,202010
nissues,79,Median CLTV (Q2),471,473,Numeric,3,9(3),D,2.2b,201806,202010
nissues,80,25th Percentile CLTV (Q1),474,476,Numeric,3,9(3),D,2.2b,201806,202010
nissues,81,Minimum CLTV (Q0),477,479,Numeric,3,9(3),D,2.2b,201806,202010
nissues,82,Weighted Average Original Loan Size,480,489,Numeric,10,9(8)v(2),D,2.2b,201806,202010
nissues,83,"Look-Back Period (1 = 30 Day, 2 = 45 Day)",490,490,Numeric,1,9,D,2.2b,201806,202010
nissues,84,Reserved (Filler),491,491,Numeric,1,9,D,2.2b,201806,202010
nissues,85,Reserved (Filler),492,495,Numeric,4,9(4),D,2.2b,201806,202010
nissues,86,Reserved (Filler),496,502,Numeric,7,9(7),D,2.2b,201806,202010
nissues,87,Reserved (Filler),503,509,Numeric,7,9(7),D,2.2b,201806,202010
nissues,88,Reserved (Filler),510,515,Numeric,6,9(6),D,2.2b,201806,202010
nissues,89,Reserved (Filler),516,528,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,90,Reserved (Filler),529,533,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,91,1 Unit Number of Loans,534,539,Numeric,6,9(6),D,2.2b,201806,202010
nissues,92,1 Unit UPB,540,552,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,93,1 Unit % of UPB,553,557,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,94,2 – 4 Units Number of Loans,558,563,Numeric,6,9(6),D,2.2b,201806,202010
nissues,95,2 – 4 Units UPB,564,576,Numeric,13,9(11)v9(2),D,2.2b,201806,202010
nissues,96,2 – 4 Units % of UPB,577,581,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,97,Property Type Not Available Number of Loans,582,587,Numeric,6,9(6),D,2.2b,201806,202010
nissues,99,Property Type Not Available % of UPB,601,605,Numeric,5,9(3)v9(2),D,2.2b,201806,202010
nissues,100,Pool UPB,606,620,Numeric,15,9(13)v9(2),D,2.2b,201806,202010
nissues,101,Filler,621,629,Character,9,X(9),D,2.2b,201806,202010
nissues,102,As-Of Date (CCYYMM),630,635,Numeric,6,9(6),D,2.2b,201806,202010
nissues,1,CUSIP Number,1,9,Character,9,X(9),I,2.2b,201806,202010
nissues,2,Pool Number,10,15,Character,6,X(6),I,2.2b,201806,202010
nissues,3,Pool Indicator ( M),16,16,Character,1,X,I,2.2b,201806,202010
nissues,4,Pool Type,17,18,Character,2,X(2),I,2.2b,201806,202010
nissues,5,Record Type (I = Issuer),19,19,Character,1,X,I,2.2b,201806,202010
nissues,6,Issuer Number,20,23,Character,4,X(4),I,2.2b,201806,202010
nissues,7,Issuer Name,24,63,Character,40,X(40),I,2.2b,201806,202010
nissues,8,Number of Loans,64,69,Numeric,6,9(6),I,2.2b,201806,202010
nissues,9,Issuer’s UPB in Multiple Issuer Pool,70,82,Numeric,13,9(11)v9(2),I,2.2b,201806,202010
nissues,10,Issuer’s Percentage of Multiple Issuer Pool,83,87,Numeric,5,9(3)v9(2),I,2.2b,201806,202010
nissues,11,As-Of Date (CCYYMM),88,93,Numeric,6,9(6),I,2.2b,201806,202010
nissues,1,CUSIP Number,1,9,Character,9,X(9),O,2.2b,201806,202010
nissues,2,Pool Number,10,15,Character,6,X(6),O,2.2b,201806,202010
nissues,3,"Pool Indicator (X, C or M)",16,16,Character,1,X,O,2.2b,201806,202010
nissues,4,Pool Type,17,18,Character,2,X(2),O,2.2b,201806,202010
nissues,5,Record Type (O = Origination Year),19,19,Character,1,X,O,2.2b,201806,202010
nissues,6,Origination Year 1,20,23,Numeric,4,9(4),O,2.2b,201806,202010
nissues,7,Unpaid Principal Balance for Origination Year 1,24,36,Numeric,13,9(11)v9(2),O,2.2b,201806,202010
nissues,8,Percent of UPB for Origination Year 1,37,41,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,9,Number of Loans for Origination Year 1,42,47,Numeric,6,9(6),O,2.2b,201806,202010
nissues,10,Percent of Loans for Origination Year 1,48,52,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,11,Origination Year 2,53,56,Numeric,4,9(4),O,2.2b,201806,202010
nissues,12,Unpaid Principal Balance for Origination Year 2,57,69,Numeric,13,9(11)v9(2),O,2.2b,201806,202010
nissues,13,Percent of UPB for Origination Year 2,70,74,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,14,Number of Loans for Origination Year 2,75,80,Numeric,6,9(6),O,2.2b,201806,202010
nissues,15,Percent of Loans for Origination Year 2,81,85,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,16,Origination Year 3,86,89,Numeric,4,9(4),O,2.2b,201806,202010
nissues,17,Unpaid Principal Balance for Origination Year 3,90,102,Numeric,13,9(11)v9(2),O,2.2b,201806,202010
nissues,18,Percent of UPB for Origination Year 3,103,107,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,19,Number of Loans for Origination Year 3,108,113,Numeric,6,9(6),O,2.2b,201806,202010
nissues,20,Percent of Loans for Origination Year 3,114,118,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,21,Origination Year 4,119,122,Numeric,4,9(4),O,2.2b,201806,202010
nissues,22,Unpaid Principal Balance for Origination Year 4,123,135,Numeric,13,9(11)v9(2),O,2.2b,201806,202010
nissues,23,Percent of UPB for Origination Year 4,136,140,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,24,Number of Loans for Origination Year 4,141,146,Numeric,6,9(6),O,2.2b,201806,202010
nissues,25,Percent of Loans for Origination Year 4,147,151,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,26,Origination Year All Others,152,155,Character,4,X(4),O,2.2b,201806,202010
nissues,27,Unpaid Principal Balance for Origination Year Others,156,168,Numeric,13,9(11)v9(2),O,2.2b,201806,202010
nissues,28,Percent of UPB for Origination Year All Others,169,173,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,29,Number of Loans for Origination Year All Others,174,179,Numeric,6,9(6),O,2.2b,201806,202010
nissues,30,Percent of Loans for Origination Year All Others,180,184,Numeric,5,9(3)v9(2),O,2.2b,201806,202010
nissues,31,As-Of Date (CCYYMM),185,190,Numeric,6,9(6),O,2.2b,201806,202010
nissues,1,CUSIP Number,1,9,Character,9,X(9),S,2.2b,201806,202010
nissues,2,Pool Number,10,15,Character,6,X(6),S,2.2b,201806,202010
nissues,3,"Pool Indicator (X, C or M)",16,16,Character,1,X,S,2.2b,201806,202010
nissues,4,Pool Type,17,18,Character,2,X(2),S,2.2b,201806,202010
nissues,5,Record Type (S = State Distribution),19,19,Character,1,X,S,2.2b,201806,202010
nissues,6,State Abbreviation,20,21,Character,2,X(2),S,2.2b,201806,202010
nissues,7,Current Security Balance for State,22,34,Numeric,13,9(11)v9(2),S,2.2b,201806,202010
nissues,8,Balance as a Percent,35,39,Numeric,5,9(3)v9(2),S,2.2b,201806,202010
nissues,9,Number of Loans for State,40,45,Numeric,6,9(6),S,2.2b,201806,202010
nissues,10,Number of Loans as a Percent,46,50,Numeric,5,9(3)v9(2),S,2.2b,201806,202010
nissues,11,Total Loans,51,56,Numeric,6,9(6),S,2.2b,201806,202010
nissues,12,Original Balance for State,57,69,Numeric,13,9(11)v9(2),S,2.2b,201806,202010
nissues,13,As-Of Date (CCYYMM),70,75,Numeric,6,9(6),S,2.2b,201806,202010
nissues,1,CUSIP Number,1,9,Character,9,X(9),V,2.2b,201806,202010
nissues,2,Pool Number,10,15,Character,6,X(6),V,2.2b,201806,202010
nissues,3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,V,2.2b,201806,202010
nissues,4,Pool Type,17,18,Character,2,X(2),V,2.2b,201806,202010
nissues,5,Record Type (V = Various Data),19,19,Character,1,X,V,2.2b,201806,202010
nissues,6,FHA Pool UPB,20,32,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,7,FHA UPB as a Percent of total pool,33,37,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,8,FHA Number of Loans,38,43,Numeric,6,9(6),V,2.2b,201806,202010
nissues,9,FHA Number of Loans as a Percent of total loans,44,48,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,10,FHA Original Pool Balance,49,61,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,11,VA Pool UPB,62,74,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,12,VA UPB as a Percent of total pool,75,79,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,13,VA Number of Loans,80,85,Numeric,6,9(6),V,2.2b,201806,202010
nissues,14,VA Number of Loans as a Percent of total loans,86,90,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,15,VA Original Pool Balance,91,103,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,16,RD Pool UPB,104,116,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,17,RD UPB as a Percent of total pool,117,121,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,18,RD Number of Loans,122,127,Numeric,6,9(6),V,2.2b,201806,202010
nissues,19,RD Number of Loans as a Percent of total loans,128,132,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,20,RD Original Pool Balance,133,145,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,21,PIH Pool UPB,146,158,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,22,PIH UPB as a Percent of total pool,159,163,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,23,PIH Number of Loans,164,169,Numeric,6,9(6),V,2.2b,201806,202010
nissues,24,PIH Number of Loans as a Percent of total loans,170,174,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,25,PIH Original Pool Balance,175,187,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,26,Number of loans Paid Off,188,193,Numeric,6,9(6),V,2.2b,201806,202010
nissues,27,Unpaid Principal Balance of Loans Paid Off,194,206,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,28,Percent of UPB of Loans Paid Off,207,211,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,29,Number of Repurchased Delinquent Loans,212,217,Numeric,6,9(6),V,2.2b,201806,202010
nissues,30,UPB of Repurchased Delinquent Loans,218,230,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,31,Percent of UPB of Repurchased Delinquent Loans,231,235,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,32,Number of loans Foreclosed with claim payment,236,241,Numeric,6,9(6),V,2.2b,201806,202010
nissues,33,UPB of loans Foreclosed with claim payment,242,254,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,34,Percentage of UPB of loans Foreclosed with claim payment,255,259,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,35,Number of Repurchased Loss Mitigation Loans,260,265,Numeric,6,9(6),V,2.2b,201806,202010
nissues,36,UPB of Repurchased Loss Mitigation Loans,266,278,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,37,Percent of UPB of Repurchased Loss Mitigation Loans,279,283,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,38,Number of Repurchased Substitution Loans,284,289,Numeric,6,9(6),V,2.2b,201806,202010
nissues,39,UPB of Repurchased Substitution Loans,290,302,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,40,Percent of UPB of Repurchased Substitution Loans,303,307,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,41,Number of Other Removal Repurchased Loans,308,313,Numeric,6,9(6),V,2.2b,201806,202010
nissues,42,UPB of Other Removal Repurchased Loans,314,326,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,43,Percent of UPB of Other Removal Repurchased Loans,327,331,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,44,Number of FHA Buydown loans,332,337,Numeric,6,9(6),V,2.2b,201806,202010
nissues,45,UPB of FHA Buydown Loans,338,350,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,47,Number of VA Buydown loans,356,361,Numeric,6,9(6),V,2.2b,201806,202010
nissues,48,UPB of VA Buydown Loans,362,374,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,49,Percentage of UPB of VA Buydown Loans,375,379,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,50,Reserved (Filler),380,385,Numeric,6,9(6),V,2.2b,201806,202010
nissues,51,Reserved (Filler),386,398,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,52,Reserved (Filler),399,403,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,53,Reserved (Filler),404,409,Numeric,6,9(6),V,2.2b,201806,202010
nissues,54,Reserved (Filler),410,422,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,55,Reserved (Filler),423,427,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,56,Reserved (Filler),428,433,Numeric,6,9(6),V,2.2b,201806,202010
nissues,57,Reserved (Filler),434,446,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,58,Reserved (Filler),447,451,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,59,Reserved (Filler),452,457,Numeric,6,9(6),V,2.2b,201806,202010
nissues,60,Reserved (Filler),458,470,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,61,Reserved (Filler),471,475,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,62,Number of Loans 30 days delinquent,476,481,Numeric,6,9(6),V,2.2b,201806,202010
nissues,63,UPB of Loans 30 days delinquent,482,494,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,64,Percentage of UPB of Loans 30 days delinquent,495,499,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,65,Number of Loans 60 days delinquent,500,505,Numeric,6,9(6),V,2.2b,201806,202010
nissues,66,UPB of Loans 60 days delinquent,506,518,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,67,Percentage of UPB of Loans 60 days delinquent,519,523,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,68,Number of Loans 90+ days delinquent,524,529,Numeric,6,9(6),V,2.2b,201806,202010
nissues,69,UPB of Loans 90+ days delinquent,530,542,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,70,Percentage of UPB of Loans 90+ days delinquent,543,547,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,71,FHA Number of Loans 30 days delinquent,548,553,Numeric,6,9(6),V,2.2b,201806,202010
nissues,72,FHA UPB of Loans 30 days delinquent,554,566,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,73,FHA Percentage of UPB of Loans 30 days delinquent,567,571,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,74,FHA Number of Loans 60 days delinquent,572,577,Numeric,6,9(6),V,2.2b,201806,202010
nissues,75,FHA UPB of Loans 60 days delinquent,578,590,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,76,FHA Percentage of UPB of Loans 60 days delinquent,591,595,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,77,FHA Number of Loans 90+ days delinquent,596,601,Numeric,6,9(6),V,2.2b,201806,202010
nissues,78,FHA UPB of Loans 90+ days delinquent,602,614,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,79,FHA Percentage of UPB of Loans 90+ days delinquent,615,619,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,80,VA Number of Loans 30 days delinquent,620,625,Numeric,6,9(6),V,2.2b,201806,202010
nissues,81,VA UPB of Loans 30 days delinquent,626,638,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,82,VA Percentage of UPB of Loans 30 days delinquent,639,643,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,83,VA Number of Loans 60 days delinquent,644,649,Numeric,6,9(6),V,2.2b,201806,202010
nissues,84,VA UPB of Loans 60 days delinquent,650,662,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,85,VA Percentage of UPB of Loans 60 days delinquent,663,667,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,86,VA Number of Loans 90+ days delinquent,668,673,Numeric,6,9(6),V,2.2b,201806,202010
nissues,87,VA UPB of Loans 90+ days delinquent,674,686,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,88,VA Percentage of UPB of Loans 90+ days delinquent,687,691,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,89,RD Number of Loans 30 days delinquent,692,697,Numeric,6,9(6),V,2.2b,201806,202010
nissues,90,RD UPB of Loans 30 days delinquent,698,710,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,91,RD Percentage of UPB of Loans 30 days delinquent,711,715,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,92,RD Number of Loans 60 days delinquent,716,721,Numeric,6,9(6),V,2.2b,201806,202010
nissues,93,RD UPB of Loans 60 days delinquent,722,734,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,94,RD Percentage of UPB of Loans 60 days delinquent,735,739,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,95,RD Number of Loans 90+ days delinquent,740,745,Numeric,6,9(6),V,2.2b,201806,202010
nissues,96,RD UPB of Loans 90+ days delinquent,746,758,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,98,PIH Number of Loans 30 days delinquent,764,769,Numeric,6,9(6),V,2.2b,201806,202010
nissues,99,PIH UPB of Loans 30 days delinquent,770,782,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,100,PIH Percentage of UPB of Loans 30 days delinquent,783,787,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,101,PIH Number of Loans 60 days delinquent,788,793,Numeric,6,9(6),V,2.2b,201806,202010
nissues,102,PIH UPB of Loans 60 days delinquent,794,806,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,103,PIH Percentage of UPB of Loans 60 days delinquent,807,811,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,104,PIH Number of Loans 90+ days delinquent,812,817,Numeric,6,9(6),V,2.2b,201806,202010
nissues,105,PIH UPB of Loans 90+ days delinquent,818,830,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,106,PIH Percentage of UPB of Loans 90+ days delinquent,831,835,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,107,Reserved (Filler),836,841,Numeric,6,9(6),V,2.2b,201806,202010
nissues,108,Reserved (Filler),842,854,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,109,Reserved (Filler),855,859,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,110,Reserved (Filler),860,865,Numeric,6,9(6),V,2.2b,201806,202010
nissues,111,Reserved (Filler),866,878,Numeric,13,9(11)v9(2),V,2.2b,201806,202010
nissues,112,Reserved (Filler),879,883,Numeric,5,9(3)v9(2),V,2.2b,201806,202010
nissues,113,As-Of Date (CCYYMM),884,889,Numeric,6,9(6),V,2.2b,201806,202010
nissues,1,CUSIP,1,9,Character,9,X(9),U,2.2b,201806,202010
nissues,2,Pool Number,10,15,Character,6,X(6),U,2.2b,201806,202010
nissues,3,"Pool Indicator (X, C, or M)",16,16,Character,1,X,U,2.2b,201806,202010
nissues,4,Pool Type,17,18,Character,2,X(2),U,2.2b,201806,202010
nissues,5,Record Type U,19,19,Character,1,X,U,2.2b,201806,202010
nissues,6,Issuer,20,23,Numeric,4,9(4),U,2.2b,201806,202010
nissues,7,Weighted Average Credit Score,24,26,Numeric,3,9(3),U,2.2b,201806,202010
nissues,8,Maximum Credit Score (Q4),27,29,Numeric,3,9(3),U,2.2b,201806,202010
nissues,9,75th Percentile Credit Score (Q3),30,32,Numeric,3,9(3),U,2.2b,201806,202010
nissues,10,Median Credit Score (Q2),33,35,Numeric,3,9(3),U,2.2b,201806,202010
nissues,11,25th Percentile Credit Score (Q1),36,38,Numeric,3,9(3),U,2.2b,201806,202010
nissues,12,Minimum Credit Score (Q0),39,41,Numeric,3,9(3),U,2.2b,201806,202010
nissues,13,Credit Score Not Available Number of Loans,42,47,Numeric,6,9(6),U,2.2b,201806,202010
nissues,14,Credit Score Not Available UPB,48,60,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,15,Credit Score Not Available % of Total UPB,61,65,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,16,Weighted Average Debt Income Ratio,66,69,Numeric,4,9(1)v9(3),U,2.2b,201806,202010
nissues,17,Maximum Debt Income Ratio (Q4),70,73,Numeric,4,9(1)v9(3),U,2.2b,201806,202010
nissues,18,75th Percentile Debt Income Ratio (Q3),74,77,Numeric,4,9(1)v9(3),U,2.2b,201806,202010
nissues,19,Median Debt Income Ratio (Q2),78,81,Numeric,4,9(1)v9(3),U,2.2b,201806,202010
nissues,20,25th Percentile Debt Income Ratio (Q1),82,85,Numeric,4,9(1)v9(3),U,2.2b,201806,202010
nissues,21,Minimum Debt Income Ratio (Q0),86,89,Numeric,4,9(1)v9(3),U,2.2b,201806,202010
nissues,22,"Debt Income Ratio Not Available Number ofLoans",90,95,Numeric,6,9(6),U,2.2b,201806,202010
nissues,23,Debt Income Ratio Not Available UPB,96,108,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,24,Debt Income Ratio Not Available % of Total UPB,109,113,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,25,Down Payment Assistance Number of Loans,114,119,Numeric,6,9(6),U,2.2b,201806,202010
nissues,26,Down Payment Assistance UPB of Loans,120,132,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,27,Down Payment Assistance % of Total UPB,133,137,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,28,Without Payment Assistance Number of Loans,138,143,Numeric,6,9(6),U,2.2b,201806,202010
nissues,29,Without Payment Assistance UPB of Loans,144,156,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,30,Without Payment Assistance % of Total UPB,157,161,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,31,FHA Purchase Number of Loans,162,167,Numeric,6,9(6),U,2.2b,201806,202010
nissues,32,FHA Purchase UPB,168,180,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,33,FHA Purchase % of Total UPB,181,185,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,34,FHA Refinance Number of Loans,186,191,Numeric,6,9(6),U,2.2b,201806,202010
nissues,35,FHA Refinance UPB,192,204,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,36,FHA Refinance % of Total UPB,205,209,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,37,FHA HAMP Modified Number of Loans,210,215,Numeric,6,9(6),U,2.2b,201806,202010
nissues,38,FHA HAMP Modified UPB,216,228,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,39,FHA HAMP Modified % of Total UPB,229,233,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,40,FHA Non-HAMP Modified Number of Loans,234,239,Numeric,6,9(6),U,2.2b,201806,202010
nissues,41,FHA Non-HAMP Modified UPB,240,252,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,42,FHA Non-HAMP Modified % of Total UPB,253,257,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,43,FHA Purpose Not Available Number of Loans,258,263,Numeric,6,9(6),U,2.2b,201806,202010
nissues,44,FHA Purpose Not Available UPB,264,276,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,45,FHA Purpose Not Available % of Total UPB,277,281,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,46,VA Purchase Number of Loans,282,287,Numeric,6,9(6),U,2.2b,201806,202010
nissues,47,VA Purchase UPB,288,300,Numeric,13,9(11)v9(2),U,2.2b,201806,202010
nissues,48,VA Purchase % of Total UPB,301,305,Numeric,5,9(3)v9(2),U,2.2b,201806,202010
nissues,49,VA Refinance Number of Loans,306,311,Numeric,6,9(6),U,2.2b,201806,202010
